gisaid_epi_isl,strain,date,host
EPI_ISL_523041,mink/Netherlands/NB-EMC-18-14/2020,2020-07-04,Mink
EPI_ISL_6450493,PapuaNewGuinea/PNG4064/2021,2021-08-13,Human
EPI_ISL_500596,Australia/NSW2004/2020,2020-03-15,Human
EPI_ISL_1322458,USA/KS-KHEL-0551/2020,2020-11-16,Human
EPI_ISL_8692819,Peru/JUN-INS-11840/2021,2021-12-14,Human
EPI_ISL_1461438,USA/MI-MDHHS-SC25225/2021,2021-03-11,Human
EPI_ISL_8525545,Senegal/24577/2020,2020,Human
EPI_ISL_2100887,USA/OH-21AM-015CO01979/2021,2021-01-15,Human
EPI_ISL_1373969,USA/TN-CDC-4024077-001/2020,2020-12-11,Human
EPI_ISL_2409396,Sweden/SE1410284084/2021,2021-02-08,Human
EPI_ISL_2204052,USA/TX-HMH-MCoV-34517/2020,2020-08-01,Human
EPI_ISL_681301,Bahrain/920396988_S5_L001/2020,2020-09-11,Human
EPI_ISL_512817,SierraLeone/KGH-G-8626/2020,2020-04-10,Human
EPI_ISL_2657712,Spain/CL-MS00751/2021,2021-02-17,Human
EPI_ISL_1156199,Germany/SN-RKI-I-026015/2021,2021-02-09,Human
EPI_ISL_833412,USA/CA-LACPHL-AF00159/2021,2021-01-06,Human
EPI_ISL_848810,USA/FL-BPHL-2468/2020,2020-11-13,Human
EPI_ISL_5985813,USA/CA-CDPH-1002005673/2021,2021-08-21,Human
EPI_ISL_2959068,USA/MI-MDHHS-SC26887/2020,2020-03-30,Human
EPI_ISL_9064545,Switzerland/SG-CLM-01146424/2022,2022-01-14,Human
EPI_ISL_2930556,cat/USA/TX-TAMU-571-21-012903-001/2021,2021-04-15,Felis catus
EPI_ISL_2385410,Russia/BEL-RII-MH17705S/2021,2021-05-07,Human
EPI_ISL_6638414,USA/MO-MSPHL-004975/2020,2020-06-17,Human
EPI_ISL_1134564,USA/NC-CDC-STM-000013185/2021,2021-02-11,Human
EPI_ISL_2341689,India/CT-ILSGS01090/2021,2021-03-21,Human
EPI_ISL_2195651,USA/WV-WVU-WV064961/2021,2021-01-06,Human
EPI_ISL_538402,USA/SC-DHEC-0868/2020,2020-06-26,Human
EPI_ISL_641504,mink/Denmark/mDK-125/2020,2020-10-08,Mink
EPI_ISL_513160,SaudiArabia/KAUST-MADINAH450/2020,2020-04-21,Human
EPI_ISL_3716385,Madagascar/IPM-04502/2020,2020-04-22,Human
EPI_ISL_896518,USA/NY-Wadsworth-21010150-01/2021,2021-01-17,Human
EPI_ISL_628706,USA/TX-DSHS-1062/2020,2020-06-15,Human
EPI_ISL_854094,Austria/CeMM1672/2020,2020,Human
EPI_ISL_1626012,USA/GA-CDC-4049113-001/2020,2020-07-31,Human
EPI_ISL_556733,England/CAMC-94858C/2020,2020-07-18,Human
EPI_ISL_1176027,Italy/CAM-TIGEM-3039/2021,2021,Human
EPI_ISL_1396851,France/IDF-HMN-21032100225/2021,2021-03-03,Human
EPI_ISL_3068127,SouthAfrica/Tygerberg_257/2020,2020-05-07,Human
EPI_ISL_2193545,USA/NJ-NYGC-NJ-BioR-341-Ampliseq/2020,2020-09-23,Human
EPI_ISL_2834957,USA/CA-SDCPHL-60221160/2021,2021-05-09,Human
EPI_ISL_2223593,USA/TX-HMH-MCoV-40411/2020,2020-08-03,Human
EPI_ISL_2234297,USA/CA-CDPH744/2020,2020-12-17,Human
EPI_ISL_965909,Botswana/CV1007487/2021,2021-01-18,Human
EPI_ISL_1335851,USA/CA-SC-210351/2021,2021-01-28,Human
EPI_ISL_1014986,mink/USA/WI-CDC-3892592-001/2020,2020-10-13,Mink
EPI_ISL_2351885,France/OCC-CHU-TLS-210541428301/2021,2021-02-23,Human
EPI_ISL_5804762,deer/USA/IA-207649/2020,2020-12-05,Odocoileus virginianus
EPI_ISL_530130,USA/WA-S2773/2020,2020-08-04,Human
EPI_ISL_979480,USA/AL-HGSC-JHJM/2021,2021-01-26,Human
EPI_ISL_6095217,Kenya/ILRI_COVC17756/2020,2020-10-02,Human
EPI_ISL_2373545,India/UP-CCMB-CIA1793/2021,2021-02-04,Human
EPI_ISL_5847614,USA/CO-CDPHE-2009172269/2020,2020-09-15,Human
EPI_ISL_1612313,USA/MI-CDC-LC0039351/2021,2021-03-28,Human
EPI_ISL_825845,Canada/Qc-JEW-Q9290119/2020,2020-05-28,Human
EPI_ISL_6425284,deer/USA/IA-208017/2020,2020-09-28,Odocoileus virginianus
EPI_ISL_613751,USA/FL-BPHL-1737/2020,2020-10-02,Human
EPI_ISL_8788172,Poland/12403.01/2022,2022-01-16,Human
EPI_ISL_2689133,USA/NE-MP_NCOV20-17329/2020,2020-05-19,Human
EPI_ISL_994949,USA/NY-PRL-2021_0208_00C09/2021,2021-02-05,Human
EPI_ISL_1111137,Peru/HUA-INS-677/2020,2020-12-23,Human
EPI_ISL_4080238,Peru/AYA-INS-4171/2021,2021-07-12,Human
EPI_ISL_6372574,France/PAC-IHU-41427_Nova1/2020,2020-10,Human
EPI_ISL_8528154,Senegal/6990022/2021,2021-04-24,Human
EPI_ISL_472124,England/LIVE-A065B/2020,2020-05-27,Human
EPI_ISL_925333,mink/USA/MI-CDC-3886865-001/2020,2020-10-16,Mink
EPI_ISL_851061,mink/Lithuania/MR-LUHS-Eilnr173423/2020,2020-11,Mink
EPI_ISL_683022,mink/Denmark/mDK-171/2020,2020-11-07,Mink
EPI_ISL_6709459,Kenya/C67936/2020,2020-10-27,Human
EPI_ISL_5157000,USA/NY-P7B6/2021,2021-03-25,Human
EPI_ISL_1503510,USA/MA-MASPHL-02255/2021,2021-03-04,Human
EPI_ISL_469330,England/NORT-28CAFD/2020,2020-05-18,Human
EPI_ISL_2008321,USA/MA-MASPHL-03269/2021,2021-01-24,Human
EPI_ISL_461513,England/BIRM-5F521/2020,2020,Human
EPI_ISL_1339959,USA/NV-CDC-QDX22787647/2021,2021-03-05,Human
EPI_ISL_2426014,Norway/1804/2020,2020-03-05,Human
EPI_ISL_1699443,bat/Yunnan/RsYN03/2019,2019-10-22,Rhinolophus sinicus
EPI_ISL_818655,Denmark/DCGC-26024/2021,2021-01-04,Human
EPI_ISL_523083,mink/Netherlands/NB-EMC-25-11/2020,2020-07-26,Mink
EPI_ISL_745047,Israel/CVL-45532/2020,2020-12-07,Human
EPI_ISL_5713119,USA/CA-CDPH-2000000928/2020,2020-12-01,Human
EPI_ISL_8631438,USA/CA-CDPH-3000013065/2021,2021-02-12,Human
EPI_ISL_2331325,Japan/PG-47681/2021,2021-04-26,Human
EPI_ISL_2492928,Angola/CERI-KRISP-K013644/2021,2021-03-12,Human
EPI_ISL_8808134,Belgium/Jessa_11-2202-005388ZOL/2022,2022-01-13,Human
EPI_ISL_4251966,Kenya/ILRI_COVC21470/2020,2020-11,Human
EPI_ISL_8746834,Turkey/HSGM-F14279/2022,2022-01-13,Human
EPI_ISL_1048673,USA/ME-HETL-J1415/2021,2021-01-02,Human
EPI_ISL_683023,mink/Denmark/mDK-172/2020,2020-11-04,Mink
EPI_ISL_766057,Gibraltar/205121207/2020,2020,Human
EPI_ISL_1379885,USA/CA-Stanford-09_S24/2021,2021-01-24,Human
EPI_ISL_3462301,USA/CA-CDPH-2000024351/2021,2021-01-10,Human
EPI_ISL_1497614,leopard/CzechRepublic/4102-5/2021,2021-03-01,Prionailurus bengalensis euptilurus
EPI_ISL_955540,USA/CA-CZB-17369/2020,2020-12-01,Human
EPI_ISL_979171,USA/CA-CZB-19218/2020,2020-12-13,Human
EPI_ISL_3916263,USA/CA-Stanford-20_S44/2020,2020-12-31,Human
EPI_ISL_8619829,mink/Latvia/5351/2021,2021-10-07,Mink
EPI_ISL_5384465,USA/TX-HMH-MCoV-49685/2020,2020-07-13,Human
EPI_ISL_1514789,USA/WV-CDC-LC0033911/2021,2021-03-16,Human
EPI_ISL_637111,Lebanon/LAU2-53435/2020,2020,Human
EPI_ISL_523071,mink/Netherlands/NB-EMC-21-5/2020,2020-07-09,Mink
EPI_ISL_641428,mink/Denmark/mDK-35/2020,2020-09-25,Mink
EPI_ISL_8784671,Wales/PHWC-PGU9EK/2021,2021-12-21,Human
EPI_ISL_1195411,Germany/BW-FR0693/2021,2021-01-25,Human
EPI_ISL_8514994,mink/Latvia/5161/2021,2021-09-29,Mink
EPI_ISL_3447843,SouthAfrica/VIDA-KRISP-K019977/2021,2021-06-30,Human
EPI_ISL_914902,USA/CA-QDX-4355/2021,2021-01-14,Human
EPI_ISL_925334,mink/USA/MI-CDC-3886708-001/2020,2020-10-14,Mink
EPI_ISL_1674760,USA/FL-BPHL-1445/2021,2021-02-26,Human
EPI_ISL_6885301,mink/Spain/AR-CEETE-MINK04/2020,2020-07-17,Mink
EPI_ISL_1137636,USA/CA-SC-210212/2021,2021-01-08,Human
EPI_ISL_7714920,Canada/QC-1nKWV-v5220331/2020,2020-03-20,Human
EPI_ISL_531749,England/QEUH-9624CB/2020,2020-08-10,Human
EPI_ISL_1923431,USA/PA-CDC-STM-000058235/2021,2021-04-16,Human
EPI_ISL_457883,Kenya/C2582/2020,2020-04-25,Human
EPI_ISL_1086300,USA/NC-CDC-QDX21398635/2021,2021-01-24,Human
EPI_ISL_8267017,India/MH-ICMR-NIV-INSACOG-GSEQ-7658/2021,2021-12-14,Human
EPI_ISL_6088025,lion/USA/CO-21-031946-004/2021,2021-10-14,Panthera leo
EPI_ISL_3256947,Turkey/HSGM-GF1954/2021,2021-07-15,Human
EPI_ISL_3084368,England/SHEF-10DFA09/2021,2021,Human
EPI_ISL_5461348,USA/CA-CDPH-2000001523/2020,2020-12-01,Human
EPI_ISL_3032858,Turkey/HSGM-B4461/2021,2021-03-31,Human
EPI_ISL_1091700,USA/VA-USAFSAM-S0585/2021,2021-01-19,Human
EPI_ISL_1911759,Turkey/HSGM-11278/2021,2021-03-10,Human
EPI_ISL_4699427,France/PAC-IHU--32263_Nova/2020,2020-03,Human
EPI_ISL_1048660,USA/ME-HETL-J1656/2020,2020-12-26,Human
EPI_ISL_1424110,USA/CA-Stanford-09_S18/2021,2021-01-23,Human
EPI_ISL_2827259,USA/NY-PRL-2021_0625_52A17/2020,2020-12-14,Human
EPI_ISL_1494339,USA/IL-IDPH-MCD-S-0001940/2020,2020-08-25,Human
EPI_ISL_1087104,USA/LA-CDC-QDX21489794/2021,2021-01-25,Human
EPI_ISL_2891304,USA/CA-CDPH-3000029189/2021,2021-02-12,Human
EPI_ISL_453120,Scotland/EDB4323/2020,2020-04-24,Human
EPI_ISL_967344,USA/FL-CDC-STM-000002941/2021,2021-01-15,Human
EPI_ISL_1132234,USA/FL-BPHL-0642/2021,2021-02-03,Human
EPI_ISL_594702,Scotland/CVR4936/2020,2020-10-06,Human
EPI_ISL_1161545,USA/VA-CDC-LC0015867/2021,2021-02-10,Human
EPI_ISL_2604020,USA/MD-UW-5500734/2020,2020-05-18,Human
EPI_ISL_2773916,USA/NH-UW-5500195/2020,2020-06-22,Human
EPI_ISL_1571320,Germany/un-RKI-I-066278/2021,2021-03-30,Human
EPI_ISL_3090704,USA/CA-CDPH-2000030390/2021,2021-01-19,Human
EPI_ISL_4498547,USA/PA-VSP3162/2021,2021-02-05,Human
EPI_ISL_499903,England/LIVE-A2E60/2020,2020-05-19,Human
EPI_ISL_5867590,tiger/USA/IL-21-028948-002/2021,2021-09-24,Panthera tigris tigris
EPI_ISL_1265415,Poland/PL_P25/2021,2021-01-14,Human
EPI_ISL_6329914,France/PAC-IHU-39645_Nova1/2020,2020-03,Human
EPI_ISL_572109,USA/MN-QDX-1320/2020,2020-03-15,Human
EPI_ISL_457877,Kenya/C2439/2020,2020-04-24,Human
EPI_ISL_5439480,USA/CO-CDPHE-2004030257/2020,2020-04-02,Human
EPI_ISL_1261950,USA/PA-CDC-STM-000024845/2021,2021-02-25,Human
EPI_ISL_1202424,USA/TX-HMH-MCoV-16714/2020,2020-11-05,Human
EPI_ISL_2716357,USA/AZ-ASPHL-696/2020,2020-05-13,Human
EPI_ISL_8464920,Switzerland/ZH-UZH-IMV-3ba4d9f7/2021,2021-08-09,Human
EPI_ISL_517823,USA/FL-BPHL-0933/2020,2020-07-15,Human
EPI_ISL_1970231,India/DEL-NCDC-INSACOG-2209215/2020,2020-12-08,Human
EPI_ISL_2987798,Turkey/HSGM-B18401/2021,2021-06-23,Human
EPI_ISL_626348,mink/Denmark/AL35-Farm3/2020,2020-06-29,Mink
EPI_ISL_475372,England/SHEF-C3B08/2020,2020-04-27,Human
EPI_ISL_683055,mink/Denmark/mDK-204/2020,2020-11-03,Mink
EPI_ISL_2234046,USA/CA-CDPH465/2021,2021-01-13,Human
EPI_ISL_560584,France/GES-8512/2020,2020-04-22,Human
EPI_ISL_2158597,GuineaBissau/51LNSPGB/2020,2020-03-21,Human
EPI_ISL_1231365,India/WB-ICMR-0144/2020,2020-03,Human
EPI_ISL_1184055,USA/AZ-TG745758/2020,2020-11-05,Human
EPI_ISL_1322727,Belgium/rega-3982/2021,2021-02-25,Human
EPI_ISL_2959154,USA/MI-MDHHS-SC23811/2021,2021-01-31,Human
EPI_ISL_8527083,Senegal/500162/2021,2021-08-11,Human
EPI_ISL_2037026,USA/NY-PRL-2021_0503_00C23/2021,2021-04-30,Human
EPI_ISL_410541,pangolin/Guangxi/P5E/2017,2017,Manis javanica
EPI_ISL_3571774,England/NORW-30146BA/2020,2020-11-15,Human
EPI_ISL_1696700,USA/LA-EVTL2397/2021,2021-01-21,Human
EPI_ISL_603549,Switzerland/BL-ETHZ-310479/2020,2020-10-08,Human
EPI_ISL_791942,USA/MA-MGH-01397/2020,2020-05-06,Human
EPI_ISL_625897,Denmark/DCGC-8549/2020,2020-10-26,Human
EPI_ISL_3730937,Italy/TAA-APSS-Ph1_RUN2_NB11/2020,2020-03-19,Human
EPI_ISL_2313562,USA/TX-CDC-IBX374583512292/2020,2020-07-11,Human
EPI_ISL_5086212,USA/TX-HMH-MCoV-46064/2020,2020-07-24,Human
EPI_ISL_2604026,USA/NY-UW-5500075/2020,2020-05-18,Human
EPI_ISL_618805,Denmark/DCGC-1386/2020,2020-04-06,Human
EPI_ISL_3033025,Turkey/HSGM-GK30/2021,2021-07-08,Human
EPI_ISL_437575,USA/CA-SR0225/2020,2020-04-06,Human
EPI_ISL_4463549,USA/KY-KSPHL-100908/2021,2021-06-22,Human
EPI_ISL_2970263,Canada/QC-1nIEOQ-7051673984/2021,2021-02-12,Human
EPI_ISL_2779438,Kenya/CQD-OM-123/2020,2020-06-30,Human
EPI_ISL_648159,Sweden/20-53276/2020,2020-10-29,Human
EPI_ISL_683120,mink/Denmark/mDK-268/2020,2020-11-09,Mink
EPI_ISL_425223,Spain/VC-FISABIO-99/2020,2020-03-17,Human
EPI_ISL_2968989,USA/CA-CDPH-2000005513/2020,2020-12-09,Human
EPI_ISL_581763,Switzerland/BS-UHB-42208210/2020,2020-03-26,Human
EPI_ISL_1239107,USA/AZ-ASPHL-2740/2020,2020-10-24,Human
EPI_ISL_6794371,USA/NH-NHPHL-2105050663/2021,2021-05-05,Human
EPI_ISL_6985927,Canada/QC-1nMCY-S6293264/2020,2020-10-29,Human
EPI_ISL_7857232,USA/CA-CDPH-2000012254/2020,2020-12-14,Human
EPI_ISL_1397727,USA/NY-Wadsworth-21016625-01/2021,2021-01-24,Human
EPI_ISL_439561,England/CAMB-728F2/2020,2020-03-23,Human
EPI_ISL_2741595,England/PHEC-3096B7/2021,2021-04-13,Human
EPI_ISL_453122,Scotland/EDB4335/2020,2020-04-23,Human
EPI_ISL_7650929,gorilla/Netherlands/ZH-EMC-3/2021,2021-11-16,Gorilla gorilla
EPI_ISL_641452,mink/Denmark/mDK-60/2020,2020-09-22,Mink
EPI_ISL_530846,England/QEUH-96C3B5/2020,2020-08-13,Human
EPI_ISL_766390,Gibraltar/205121271/2020,2020,Human
EPI_ISL_2989871,USA/FL-Shands-VTM-88/2021,2021-01,Human
EPI_ISL_543267,USA/TX-HMH-3870/2020,2020-06-16,Human
EPI_ISL_911831,USA/MD-HP01509/2021,2021-01-21,Human
EPI_ISL_1515189,USA/WV-CDC-LC0034434/2021,2021-03-18,Human
EPI_ISL_2734173,England/CAMC-BBD711/2020,2020,Human
EPI_ISL_1612828,USA/TX-CDC-FG-018397/2021,2021-03-26,Human
EPI_ISL_2984702,Turkey/HSGM-B17099/2021,2021-06-16,Human
EPI_ISL_737283,USA/MI-MDHHS-SC22669/2020,2020-11-29,Human
EPI_ISL_1301484,Mexico/TLA-IBT-IMSS-448/2020,2020-04-13,Human
EPI_ISL_541276,USA/FL-BPHL-1338/2020,2020-07-14,Human
EPI_ISL_1681731,USA/NC-CDC-LC0041514/2021,2021-03-30,Human
EPI_ISL_979027,USA/CA-CZB-16800/2020,2020-12-09,Human
EPI_ISL_1445519,USA/PA-CDC-ASC210000688/2021,2021-03-03,Human
EPI_ISL_3333787,USA/MT-UMGC-00245/2020,2020-10-26,Human
EPI_ISL_545197,USA/TX-HMH-2237/2020,2020-05-23,Human
EPI_ISL_5063096,env/Austria/CeMM17503/2021,2021-09-26,Environment
EPI_ISL_485879,USA/LA-GBCL-26512986/2020,2020-04-24,Human
EPI_ISL_683292,mink/Denmark/mDK-554/2020,2020-10-19,Mink
EPI_ISL_2969486,USA/CA-CDPH-2000021356/2021,2021-01-03,Human
EPI_ISL_2099207,USA/TX-CDC-4061544-001/2020,2020-05-16,Human
EPI_ISL_1938691,USA/WY-WPHL-20118075/2020,2020-11-03,Human
EPI_ISL_2596497,France/PAC-IHU-0105_Illu2/2020,2020-03-23,Human
EPI_ISL_683242,mink/Denmark/mDK-496/2020,2020-10-21,Mink
EPI_ISL_8330427,USA/AZ-TG923257/2020,2020-10-29,Human
EPI_ISL_445236,Sweden/20-07651/2020,2020-04-21,Human
EPI_ISL_904345,mink/Netherlands/NB-EMC-53-20/2020,2020,Mink
EPI_ISL_532545,England/QEUH-943EB3/2020,2020-07-27,Human
EPI_ISL_1511491,USA/PA-VSP0511/2020,2020-12-07,Human
EPI_ISL_1362603,USA/MO-MSPHL-000052/2020,2020-04-03,Human
EPI_ISL_936085,USA/NY-Wadsworth-21007912-01/2021,2021-01-03,Human
EPI_ISL_2877355,France/IDF-IPP3383/2020,2020-03-23,Human
EPI_ISL_925259,USA/WY-WPHL-21008813/2021,2021-01-25,Human
EPI_ISL_3050753,mink/Denmark/mDK-789/2020,2020-08-11,Mink
EPI_ISL_1234824,USA/CA-CZB-25710/2021,2021-01-22,Human
EPI_ISL_641446,mink/Denmark/mDK-53/2020,2020-10-07,Mink
EPI_ISL_523066,mink/Netherlands/NB-EMC-21-2/2020,2020-07-09,Mink
EPI_ISL_2101854,USA/CA-CDC-4097560-001/2020,2020-07-15,Human
EPI_ISL_3845355,Djibouti/NAMRU3_CL1/2020,2020-04-28,Human
EPI_ISL_974734,Canada/BC-BCCDC-6564/2020,2020-10-29,Human
EPI_ISL_700521,SouthAfrica/NHLS-UCT-GS-2211/2020,2020-08-05,Human
EPI_ISL_2634032,USA/NY-PRL-2021_0614_51H16/2021,2021-01-03,Human
EPI_ISL_1139910,USA/CA-CDC-QDX22057067/2021,2021-02-09,Human
EPI_ISL_8751947,USA/MA-CDCBI-CRSP_DFH7P6IFEKPRPNHG/2022,2022-01-06,Human
EPI_ISL_1184626,USA/CA-CZB-24328/2020,2020-12-05,Human
EPI_ISL_529068,Peru/LIM-UPCH-0011/2020,2020-03-20,Human
EPI_ISL_966773,USA/ME-HETL-J1350/2021,2021-01-04,Human
EPI_ISL_2939206,Canada/AB-ABPHL-20340/2021,2021-06-17,Human
EPI_ISL_1014978,mink/USA/WI-CDC-3892581-001/2020,2020-10-13,Mink
EPI_ISL_2562496,USA/NE-CUMC_21130040/2021,2021-05-04,Human
EPI_ISL_1139891,USA/CA-CDC-QDX22057570/2021,2021-02-09,Human
EPI_ISL_506983,SouthKorea/KCDC2189/2020,2020-03-28,Human
EPI_ISL_683273,mink/Denmark/mDK-532/2020,2020-10-19,Mink
EPI_ISL_7740547,Guatemala/ASI4655/2021,2021-10-05,Human
EPI_ISL_982760,USA/NE-USAFSAM-S0145/2021,2021-01-14,Human
EPI_ISL_2643895,Slovenia/8664/2020,2020-03-24,Human
EPI_ISL_1674306,Israel/CVL-5600/2021,2021-01-31,Human
EPI_ISL_2224245,USA/TX-HMH-MCoV-42368/2020,2020-07-13,Human
EPI_ISL_1240940,Finland/4AS10A65/2020,2020-04-04,Human
EPI_ISL_2506811,Finland/THL-202109951/2021,2021-03-18,Human
EPI_ISL_2095338,France/HDF-100002823134/2021,2021-05,Human
EPI_ISL_2229859,USA/NJ-NYGC-NJ-BioR-183/2020,2020-06-10,Human
EPI_ISL_7578219,USA/CA-CDPH-2000013659/2020,2020-12-15,Human
EPI_ISL_1391877,USA/FL-CDC-STM-000032683/2021,2021-03-10,Human
EPI_ISL_1528271,USA/SC-CDC-2-4123110/2021,2021-03-25,Human
EPI_ISL_7951091,USA/un-UW-21120995069/2021,2021-12-09,Human
EPI_ISL_421005,Wales/PHWC-25560/2020,2020-03-23,Human
EPI_ISL_623199,USA/UT-UPHL-201110657/2020,2020-04-09,Human
EPI_ISL_8175132,mink/Latvia/3399/2021,2021-07,Mink
EPI_ISL_2295389,Brazil/SP-19502/2021,2021-04-01,Human
EPI_ISL_2885124,USA/MD-HP07039-PIDWFAJKHZ/2020,2020-05-07,Human
EPI_ISL_1137033,USA/DE-DHSS-B1060750/2020,2020-12-02,Human
EPI_ISL_462998,Spain/AS-MG-86-17/2020,2020-05-30,Human
EPI_ISL_1092942,Ireland/OY-NVRL-e84IRL42066/2021,2021-01-25,Human
EPI_ISL_2969028,USA/CA-CDPH-2000005559/2020,2020-12-09,Human
EPI_ISL_995448,Mayotte/IPP02536/2021,2021,Human
EPI_ISL_831441,Germany/BE-RKI-I-0059/2020,2020,Human
EPI_ISL_471718,USA/MI-MDHHS-SC20694/2020,2020-05-20,Human
EPI_ISL_1319487,USA/PA-CDC-LC0021785/2021,2021-02-24,Human
EPI_ISL_955505,USA/CA-CZB-17331/2020,2020-11-25,Human
EPI_ISL_1136797,USA/NV-NSPHL-NV2062398/2021,2021-01-06,Human
EPI_ISL_577828,mink/Netherlands/NB-EMC-53-9/2020,2020-09-16,Mink
EPI_ISL_641417,mink/Denmark/mDK-24/2020,2020-10-16,Mink
EPI_ISL_2158042,Turkey/HSGM-B10792/2021,2021-04-28,Human
EPI_ISL_6368583,India/TG-CCMB-CIB1182/2020,2020-12-25,Human
EPI_ISL_1283811,USA/GA-CDC-STM-000025916/2021,2021-02-26,Human
EPI_ISL_3671165,USA/CA-CDPH-2000020220/2021,2021-01-05,Human
EPI_ISL_683130,mink/Denmark/mDK-280/2020,2020-11-10,Mink
EPI_ISL_955541,USA/CA-CZB-17370/2020,2020-12-01,Human
EPI_ISL_3938633,Chile/RM-TAAG-UNAB-606789/2021,2021-08-05,Human
EPI_ISL_3275383,Maldives/MAV0749/2020,2020-05-09,Human
EPI_ISL_2597975,USA/OH-ODH-SC0021821/2020,2020-03-22,Human
EPI_ISL_1463132,USA/WV-CDC-LC0030994/2021,2021-03-15,Human
EPI_ISL_435383,USA/UT-0682/2020,2020-04-06,Human
EPI_ISL_1609491,USA/NJ-CDC-LC0036106/2021,2021-03-27,Human
EPI_ISL_1733420,USA/MN-CDC-IBX182940629308/2021,2021-04-09,Human
EPI_ISL_632351,mink/Netherlands/NB-EMC-58-4/2020,2020,Mink
EPI_ISL_439153,Scotland/EDB2104/2020,2020-04-20,Human
EPI_ISL_2990852,USA/FL-Path-Saliva-158/2021,2021-02,Human
EPI_ISL_1227780,USA/NY-Wadsworth-21023326-01/2021,2021-02-09,Human
EPI_ISL_1515213,USA/OR-CDC-LC0034546/2021,2021-03-19,Human
EPI_ISL_2403693,USA/MN-MDH-7793/2021,2021-05-17,Human
EPI_ISL_3046847,USA/PA-M21003406/2021,2021-01-09,Human
EPI_ISL_477652,USA/VA-DCLS-0436/2020,2020-05-02,Human
EPI_ISL_8803942,Denmark/DCGC-313775/2022,2022-01-10,Human
EPI_ISL_1512991,USA/MN-CDC-IBX702532541185/2021,2021-03-18,Human
EPI_ISL_3322837,USA/PA-MGEL-00187/2020,2020-04-09,Human
EPI_ISL_5867585,lion/USA/AL-21-028713-002/2021,2021-09-19,Panthera leo
EPI_ISL_8526070,Senegal/2011324/2020,2020-12-29,Human
EPI_ISL_447315,Israel/51146355/2020,2020-04-04,Human
EPI_ISL_483205,USA/CA-ALSR-0531-SAN/2020,2020-04-29,Human
EPI_ISL_888147,USA/MO-CDC-LC00000087/2020,2020-12-24,Human
EPI_ISL_1938672,USA/WY-WPHL-20116463/2020,2020-11-02,Human
EPI_ISL_1482323,USA/NY-Wadsworth-21033512-01/2021,2021-03-12,Human
EPI_ISL_8110723,Israel/SMC-7026632/2021,2021-12-11,Human
EPI_ISL_1443172,lion/Spain/CT-ZooBarcelona-CR-131-IrsiCaixaP002TH1G12/2020,2020-11-10,Panthera leo
EPI_ISL_549237,USA/FL-BPHL-1455/2020,2020-04-07,Human
EPI_ISL_7974433,lion/USA/NC-21-035353-001/2021,2021-11,Panthera leo
EPI_ISL_1224828,USA/MN-MDH-3394/2021,2021-02-16,Human
EPI_ISL_4602073,Ghana/FS-20-2044/2020,2020-10-30,Human
EPI_ISL_4131462,India/UN-IGIB-0505000968473/2021,2021,Human
EPI_ISL_512943,SaudiArabia/KAUST-JEDDAH506/2020,2020-04-16,Human
EPI_ISL_853353,USA/PA-MGEL-01267/2020,2020-12-21,Human
EPI_ISL_3063428,Turkey/HSGM-B4075/2021,2021-03-31,Human
EPI_ISL_2191369,USA/TX-HMH-MCoV-32735/2020,2020-12-18,Human
EPI_ISL_791385,USA/MD-HP12053/2020,2020-11-24,Human
EPI_ISL_2598472,USA/MD-IGS-092113700003A/2021,2021-05-17,Human
EPI_ISL_6331836,France/PAC-IHU-37879-Nova1M/2020,2020-04,Human
EPI_ISL_1215593,Germany/NW-RKI-I-031519/2021,2021-02-17,Human
EPI_ISL_1028514,USA/KS-CDC-LC0001568/2021,2021-01-02,Human
EPI_ISL_1097400,USA/FL-BPHL-3058/2020,2020-12-18,Human
EPI_ISL_3671535,USA/CA-CDPH-2000020064/2021,2021-01-03,Human
EPI_ISL_1563948,Germany/BE-RKI-I-059483/2021,2021-03-02,Human
EPI_ISL_1020872,USA/NY-CDC-LC0006730/2021,2021-01-19,Human
EPI_ISL_2099256,USA/TX-CDC-4061505-001/2020,2020-06-01,Human
EPI_ISL_7162206,USA/OH-PLMI-HFLL5-06096/2021,2021,Human
EPI_ISL_8383534,Indonesia/JB-GS-FKUINIHRD-0295/2021,2021-12-19,Human
EPI_ISL_5804731,deer/USA/IA-201820/2020,2020-12-10,Odocoileus virginianus
EPI_ISL_1701592,USA/CA-CZB-29571/2020,2020-12-27,Human
EPI_ISL_683086,mink/Denmark/mDK-236/2020,2020-11-02,Mink
EPI_ISL_3148882,cat/USA/20-023863-001/2020,2020-08-13,Felis catus
EPI_ISL_1278262,Turkey/HSGM-6663/2021,2021-02-26,Human
EPI_ISL_1897507,USA/OR-TRACE-JOSE-012221-533/2021,2021-01-22,Human
EPI_ISL_2035510,USA/MO-MSPHL-000899/2020,2020-07-31,Human
EPI_ISL_1203767,USA/TX-HMH-MCoV-9266/2020,2020-07-03,Human
EPI_ISL_2688637,France/NOR-11415003/2021,2021-04-05,Human
EPI_ISL_1111229,Peru/LIM-INS-331/2020,2020-03-13,Human
EPI_ISL_440655,England/BRIS-1227E4/2020,2020-04-04,Human
EPI_ISL_696373,USA/AZ-TG670175/2020,2020-04-05,Human
EPI_ISL_683058,mink/Denmark/mDK-207/2020,2020-11-03,Mink
EPI_ISL_641496,mink/Denmark/mDK-108/2020,2020-08-31,Mink
